"","anon_id","assignment_name","score","course_id","course_name"
"1074","sco207","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1075","son736","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1076","nda257","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1077","llo278","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1078","les398","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1079","nez758","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1080","son163","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1081","ell773","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1082","tes577","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1083","ina624","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1084","tep393","03Aug29Attendance",0,"1244932","ANTH-125G F19"
"1085","ger413","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1086","res666","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1087","ado340","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1088","aya888","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1089","dez078","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1090","tiz281","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1091","aya041","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1092","uez168","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1093","ina853","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1094","ona128","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1095","nas826","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1096","ido404","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1097","ale585","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1098","son417","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1099","tiz022","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1100","urt762","03Aug29Attendance",0,"1244932","ANTH-125G F19"
"1101","ing762","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1102","res645","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1103","att054","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1104","ina094","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1105","ger440","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1106","ito078","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1107","ges084","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1108","ndo136","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1109","ias015","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1110","niz799","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1111","nez498","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1112","hes301","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1113","ugh367","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1114","iaz497","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1115","ssy677","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1116","nez215","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1117","ard532","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1118","nte941","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1119","ion136","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1120","rez095","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1121","gay571","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1122","eva137","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1123","rby447","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1124","tin485","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1125","les342","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1126","ett844","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1127","agi352","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1128","lez785","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1129","vel948","03Aug29Attendance",0,"1244932","ANTH-125G F19"
"1130","ard942","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1131","lan087","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1132","rza879","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1133","eed836","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1134","uez233","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1135","val419","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1136","ier722","03Aug29Attendance",2,"1244932","ANTH-125G F19"
"1137","man231","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1138","onn915","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1139","llo059","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1140","ers335","04Set3Attendance",0,"1244932","ANTH-125G F19"
"1141","rez195","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1142","nte084","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1143","rez175","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1144","dom170","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1145","sco207","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1146","son736","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1147","nda257","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1148","llo278","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1149","les398","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1150","nez758","04Set3Attendance",0,"1244932","ANTH-125G F19"
"1151","son163","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1152","ell773","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1153","tes577","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1154","ina624","04Set3Attendance",0,"1244932","ANTH-125G F19"
"1155","tep393","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1156","ger413","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1157","res666","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1158","ado340","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1159","aya888","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1160","dez078","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1161","tiz281","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1162","aya041","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1163","uez168","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1164","ina853","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1165","ona128","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1166","nas826","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1167","ido404","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1168","ale585","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1169","son417","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1170","tiz022","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1171","urt762","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1172","ing762","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1173","res645","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1174","att054","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1175","ina094","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1176","ger440","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1177","ito078","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1178","ges084","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1179","ndo136","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1180","ias015","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1181","niz799","04Set3Attendance",0,"1244932","ANTH-125G F19"
"1182","nez498","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1183","hes301","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1184","ugh367","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1185","iaz497","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1186","ssy677","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1187","nez215","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1188","ard532","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1189","nte941","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1190","ion136","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1191","rez095","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1192","gay571","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1193","eva137","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1194","rby447","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1195","tin485","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1196","les342","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1197","ett844","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1198","agi352","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1199","lez785","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1200","vel948","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1201","ard942","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1202","lan087","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1203","rza879","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1204","eed836","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1205","uez233","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1206","val419","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1207","ier722","04Set3Attendance",2,"1244932","ANTH-125G F19"
"1208","man231","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1209","onn915","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1210","llo059","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1211","ers335","05Set5Attendance",0,"1244932","ANTH-125G F19"
"1212","rez195","05Set5Attendance",0,"1244932","ANTH-125G F19"
"1213","nte084","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1214","rez175","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1215","dom170","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1216","sco207","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1217","son736","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1218","nda257","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1219","llo278","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1220","les398","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1221","nez758","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1222","son163","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1223","ell773","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1224","tes577","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1225","ina624","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1226","tep393","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1227","ger413","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1228","res666","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1229","ado340","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1230","aya888","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1231","dez078","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1232","tiz281","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1233","aya041","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1234","uez168","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1235","ina853","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1236","ona128","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1237","nas826","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1238","ido404","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1239","ale585","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1240","son417","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1241","tiz022","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1242","urt762","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1243","ing762","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1244","res645","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1245","att054","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1246","ina094","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1247","ger440","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1248","ito078","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1249","ges084","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1250","ndo136","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1251","ias015","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1252","niz799","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1253","nez498","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1254","hes301","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1255","ugh367","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1256","iaz497","05Set5Attendance",0,"1244932","ANTH-125G F19"
"1257","ssy677","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1258","nez215","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1259","ard532","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1260","nte941","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1261","ion136","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1262","rez095","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1263","gay571","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1264","eva137","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1265","rby447","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1266","tin485","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1267","les342","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1268","ett844","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1269","agi352","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1270","lez785","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1271","vel948","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1272","ard942","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1273","lan087","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1274","rza879","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1275","eed836","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1276","uez233","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1277","val419","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1278","ier722","05Set5Attendance",2,"1244932","ANTH-125G F19"
"1279","man231","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1280","onn915","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1281","llo059","06Set10Attendance",0,"1244932","ANTH-125G F19"
"1282","ers335","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1283","rez195","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1284","nte084","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1285","rez175","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1286","dom170","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1287","sco207","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1288","son736","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1289","nda257","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1290","llo278","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1291","les398","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1292","nez758","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1293","son163","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1294","ell773","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1295","tes577","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1296","ina624","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1297","tep393","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1298","ger413","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1299","res666","06Set10Attendance",0,"1244932","ANTH-125G F19"
"1300","ado340","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1301","aya888","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1302","dez078","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1303","tiz281","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1304","aya041","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1305","uez168","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1306","ina853","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1307","ona128","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1308","nas826","06Set10Attendance",0,"1244932","ANTH-125G F19"
"1309","ido404","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1310","ale585","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1311","son417","06Set10Attendance",0,"1244932","ANTH-125G F19"
"1312","tiz022","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1313","urt762","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1314","ing762","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1315","res645","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1316","att054","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1317","ina094","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1318","ger440","06Set10Attendance",0,"1244932","ANTH-125G F19"
"1319","ito078","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1320","ges084","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1321","ndo136","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1322","ias015","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1323","niz799","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1324","nez498","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1325","hes301","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1326","ugh367","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1327","iaz497","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1328","ssy677","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1329","nez215","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1330","ard532","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1331","nte941","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1332","ion136","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1333","rez095","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1334","gay571","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1335","eva137","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1336","rby447","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1337","tin485","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1338","les342","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1339","ett844","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1340","agi352","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1341","lez785","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1342","vel948","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1343","ard942","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1344","lan087","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1345","rza879","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1346","eed836","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1347","uez233","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1348","val419","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1349","ier722","06Set10Attendance",2,"1244932","ANTH-125G F19"
"1350","man231","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1351","onn915","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1352","llo059","07Set12Attendance",0,"1244932","ANTH-125G F19"
"1353","ers335","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1354","rez195","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1355","nte084","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1356","rez175","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1357","dom170","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1358","sco207","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1359","son736","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1360","nda257","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1361","llo278","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1362","les398","07Set12Attendance",0,"1244932","ANTH-125G F19"
"1363","nez758","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1364","son163","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1365","ell773","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1366","tes577","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1367","ina624","07Set12Attendance",0,"1244932","ANTH-125G F19"
"1368","tep393","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1369","ger413","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1370","res666","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1371","ado340","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1372","aya888","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1373","dez078","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1374","tiz281","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1375","aya041","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1376","uez168","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1377","ina853","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1378","ona128","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1379","nas826","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1380","ido404","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1381","ale585","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1382","son417","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1383","tiz022","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1384","urt762","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1385","ing762","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1386","res645","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1387","att054","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1388","ina094","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1389","ger440","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1390","ito078","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1391","ges084","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1392","ndo136","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1393","ias015","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1394","niz799","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1395","nez498","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1396","hes301","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1397","ugh367","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1398","iaz497","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1399","ssy677","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1400","nez215","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1401","ard532","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1402","nte941","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1403","ion136","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1404","rez095","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1405","gay571","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1406","eva137","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1407","rby447","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1408","tin485","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1409","les342","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1410","ett844","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1411","agi352","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1412","lez785","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1413","vel948","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1414","ard942","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1415","lan087","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1416","rza879","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1417","eed836","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1418","uez233","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1419","val419","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1420","ier722","07Set12Attendance",2,"1244932","ANTH-125G F19"
"1421","man231","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1422","onn915","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1423","llo059","08Set24Attendance",0,"1244932","ANTH-125G F19"
"1424","ers335","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1425","rez195","08Set24Attendance",0,"1244932","ANTH-125G F19"
"1426","nte084","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1427","rez175","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1428","dom170","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1429","sco207","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1430","son736","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1431","nda257","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1432","llo278","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1433","les398","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1434","nez758","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1435","son163","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1436","ell773","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1437","tes577","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1438","ina624","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1439","tep393","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1440","ger413","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1441","res666","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1442","ado340","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1443","aya888","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1444","dez078","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1445","tiz281","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1446","aya041","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1447","uez168","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1448","ina853","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1449","ona128","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1450","nas826","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1451","ido404","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1452","ale585","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1453","son417","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1454","tiz022","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1455","urt762","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1456","ing762","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1457","res645","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1458","att054","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1459","ina094","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1460","ger440","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1461","ito078","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1462","ges084","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1463","ndo136","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1464","ias015","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1465","niz799","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1466","nez498","08Set24Attendance",0,"1244932","ANTH-125G F19"
"1467","hes301","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1468","ugh367","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1469","iaz497","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1470","ssy677","08Set24Attendance",2,"1244932","ANTH-125G F19"
"1471","nez215","08Set24Attendance",2,"1244932","ANTH-125G F19"
